category,en,ja,ex,filename,has_mp3,recording
pitch,double pivot,ダブルボランチ,double pivot,double_pivot.mp3,YES,daniel_tts
pitch,single pivot,アンカー1枚,single pivot,single_pivot.mp3,YES,daniel_tts
pitch,false nine,偽9番,false nine,false_nine.mp3,YES,daniel_tts
pitch,target man,ターゲットマン,target man,target_man.mp3,YES,daniel_tts
pitch,inside forward,インサイドフォワード,inside forward,inside_forward.mp3,YES,daniel_tts
pitch,wide forward,ワイドFW,wide forward,wide_forward.mp3,YES,daniel_tts
pitch,second striker,セカンドトップ,second striker,second_striker.mp3,YES,daniel_tts
pitch,shadow striker,シャドーストライカー,shadow striker,shadow_striker.mp3,YES,daniel_tts
pitch,playmaker,ゲームメーカー,playmaker,playmaker.mp3,YES,daniel_tts
pitch,deep-lying playmaker,レジスタ,deep-lying playmaker,deep-lying_playmaker.mp3,YES,daniel_tts
pitch,ball-playing defender,ビルドアップ型CB,ball-playing defender,ball-playing_defender.mp3,YES,daniel_tts
pitch,inverted full-back,偽SB,inverted full-back,inverted_full-back.mp3,YES,daniel_tts
pitch,inverted winger,カットイン型WG,inverted winger,inverted_winger.mp3,YES,daniel_tts
pitch,overlapping full-back,攻撃参加SB,overlapping full-back,overlapping_full-back.mp3,YES,daniel_tts
pitch,underlapping full-back,インナーラップSB,underlapping full-back,underlapping_full-back.mp3,YES,daniel_tts
pitch,sweeper keeper,スイーパーGK,sweeper keeper,sweeper_keeper.mp3,YES,daniel_tts
pitch,anchor,アンカー,anchor,anchor.mp3,YES,daniel_tts
pitch,regista,レジスタ,regista,regista.mp3,YES,daniel_tts
pitch,destroyer,ボールハンター,destroyer,destroyer.mp3,YES,daniel_tts
pitch,overlap,オーバーラップ,overlap,overlap.mp3,YES,daniel_tts
pitch,underlap,アンダーラップ,underlap,underlap.mp3,YES,daniel_tts
pitch,pinning,CB固定,pinning,pinning.mp3,YES,daniel_tts
pitch,occupy defenders,DFを引き付ける,occupy defenders,occupy_defenders.mp3,YES,daniel_tts
pitch,stretch the line,ラインを広げる,stretch the line,stretch_the_line.mp3,YES,daniel_tts
pitch,compress space,スペースを圧縮する,compress space,compress_space.mp3,YES,daniel_tts
pitch,find pockets,ポケットを見つける,find pockets,find_pockets.mp3,YES,daniel_tts
pitch,between the lines,ライン間,between the lines,between_the_lines.mp3,YES,daniel_tts
pitch,play through lines,ラインを越える,play through lines,play_through_lines.mp3,YES,daniel_tts
pitch,break lines,ライン突破,break lines,break_lines.mp3,YES,daniel_tts
pitch,receive on the half-turn,半身で受ける,receive on the half-turn,receive_on_the_half-turn.mp3,YES,daniel_tts
pitch,scan,首を振る,scan,scan.mp3,YES,daniel_tts
pitch,body orientation,体の向き,body orientation,body_orientation.mp3,YES,daniel_tts
pitch,first touch direction,ファーストタッチ方向,first touch direction,first_touch_direction.mp3,YES,daniel_tts
pitch,support angle,サポート角度,support angle,support_angle.mp3,YES,daniel_tts
pitch,passing lane,パスコース,passing lane,passing_lane.mp3,YES,daniel_tts
pitch,cover shadow,カバーシャドウ,cover shadow,cover_shadow.mp3,YES,daniel_tts
pitch,jump to press,プレスへ出る,jump to press,jump_to_press.mp3,YES,daniel_tts
pitch,lock the side,サイド封鎖,lock the side,lock_the_side.mp3,YES,daniel_tts
pitch,trap outside,外へ誘導,trap outside,trap_outside.mp3,YES,daniel_tts
pitch,trap inside,中へ誘導,trap inside,trap_inside.mp3,YES,daniel_tts
pitch,numerical superiority,数的優位,numerical superiority,numerical_superiority.mp3,YES,daniel_tts
pitch,qualitative superiority,質的優位,qualitative superiority,qualitative_superiority.mp3,YES,daniel_tts
pitch,positional superiority,位置的優位,positional superiority,positional_superiority.mp3,YES,daniel_tts
pitch,free man,フリーマン,free man,free_man.mp3,YES,daniel_tts
pitch,blind-side run,死角へのラン,blind-side run,blind-side_run.mp3,YES,daniel_tts
pitch,late run,遅れて入る動き,late run,late_run.mp3,YES,daniel_tts
pitch,near-post run,ニアへのラン,near-post run,near-post_run.mp3,YES,daniel_tts
pitch,far-post run,ファーへのラン,far-post run,far-post_run.mp3,YES,daniel_tts
pitch,second-ball situation,セカンドボール局面,second-ball situation,second-ball_situation.mp3,YES,daniel_tts
pitch,build from the back,後方から組み立てる,build from the back,build_from_the_back.mp3,YES,daniel_tts
pitch,play out from the back,後方から前進する,play out from the back,play_out_from_the_back.mp3,YES,daniel_tts
pitch,retain possession,ボール保持,retain possession,retain_possession.mp3,YES,daniel_tts
pitch,circulate the ball,ボール循環,circulate the ball,circulate_the_ball.mp3,YES,daniel_tts
pitch,tempo control,テンポ管理,tempo control,tempo_control.mp3,YES,daniel_tts
pitch,game management,試合管理,game management,game_management.mp3,YES,daniel_tts
pitch,protect the lead,リード維持,protect the lead,protect_the_lead.mp3,YES,daniel_tts
pitch,see out the game,試合を締める,see out the game,see_out_the_game.mp3,YES,daniel_tts
pitch,break the press,プレス回避,break the press,break_the_press.mp3,YES,daniel_tts
pitch,play through pressure,圧力下で前進,play through pressure,play_through_pressure.mp3,YES,daniel_tts
locker,hamstring,ハムストリング,He felt his hamstring.,hamstring.mp3,YES,daniel_tts
locker,quad,大腿四頭筋,My quad feels tight.,quad.mp3,YES,daniel_tts
locker,calf,ふくらはぎ,He injured his calf.,calf.mp3,YES,daniel_tts
locker,groin,鼠径部,He's got a groin problem.,groin.mp3,YES,daniel_tts
locker,ankle,足首,He rolled his ankle.,ankle.mp3,YES,daniel_tts
locker,knee,膝,His knee is swollen.,knee.mp3,YES,daniel_tts
locker,hip,股関節,He feels pain in his hip.,hip.mp3,YES,daniel_tts
locker,back,腰・背中,My back is stiff.,back.mp3,YES,daniel_tts
locker,shoulder,肩,He dislocated his shoulder.,shoulder.mp3,YES,daniel_tts
locker,neck,首,My neck is sore.,neck.mp3,YES,daniel_tts
locker,strain,肉離れ,It's a minor strain.,strain.mp3,YES,daniel_tts
locker,sprain,捻挫,He suffered an ankle sprain.,sprain.mp3,YES,daniel_tts
locker,tear,断裂,He has a muscle tear.,tear.mp3,YES,daniel_tts
locker,rupture,完全断裂,He ruptured his ACL.,rupture.mp3,YES,daniel_tts
locker,inflammation,炎症,There is some inflammation.,inflammation.mp3,YES,daniel_tts
locker,swelling,腫れ,The swelling has gone down.,swelling.mp3,YES,daniel_tts
locker,bruise,打撲,It's just a bruise.,bruise.mp3,YES,daniel_tts
locker,cramp,けいれん,He got cramp.,cramp.mp3,YES,daniel_tts
locker,stiffness,張り,He's feeling stiffness.,stiffness.mp3,YES,daniel_tts
locker,fatigue,疲労,Muscle fatigue is normal.,fatigue.mp3,YES,daniel_tts
locker,knock,軽傷,Just a knock.,knock.mp3,YES,daniel_tts
locker,niggle,小さな違和感,He has a niggle.,niggle.mp3,YES,daniel_tts
locker,pain,痛み,He feels pain running.,pain.mp3,YES,daniel_tts
locker,soreness,筋肉痛,Normal soreness.,soreness.mp3,YES,daniel_tts
locker,tightness,張り感,Hamstring tightness.,tightness.mp3,YES,daniel_tts
locker,discomfort,不快感,Slight discomfort.,discomfort.mp3,YES,daniel_tts
locker,symptom,症状,Symptoms are improving.,symptom.mp3,YES,daniel_tts
locker,diagnosis,診断,We need a diagnosis.,diagnosis.mp3,YES,daniel_tts
locker,assessment,評価,Initial assessment completed.,assessment.mp3,YES,daniel_tts
locker,evaluation,状態確認,Medical evaluation tomorrow.,evaluation.mp3,YES,daniel_tts
locker,physio,理学療法士,Speak to the physio.,physio.mp3,YES,daniel_tts
locker,doctor,チームドクター,The doctor will check.,doctor.mp3,YES,daniel_tts
locker,medical staff,メディカルスタッフ,Inform medical staff.,medical_staff.mp3,YES,daniel_tts
locker,rehab,リハビリ,He's in rehab.,rehab.mp3,YES,daniel_tts
locker,treatment,治療,Treatment starts tomorrow.,treatment.mp3,YES,daniel_tts
locker,recovery,回復,Recovery is progressing.,recovery.mp3,YES,daniel_tts
locker,return to play,復帰,Return to play next week.,return_to_play.mp3,YES,daniel_tts
locker,fitness test,フィットネステスト,He passed the fitness test.,fitness_test.mp3,YES,daniel_tts
locker,medical clearance,出場許可,Medical clearance received.,medical_clearance.mp3,YES,daniel_tts
locker,availability,出場可能状態,Player availability is uncertain.,availability.mp3,YES,daniel_tts
locker,MRI scan,MRI検査,MRI scheduled tomorrow.,MRI_scan.mp3,YES,daniel_tts
locker,ultrasound,エコー検査,Ultrasound showed no tear.,ultrasound.mp3,YES,daniel_tts
locker,x-ray,レントゲン,X-ray was clear.,x-ray.mp3,YES,daniel_tts
locker,blood test,血液検査,Blood test completed.,blood_test.mp3,YES,daniel_tts
locker,ACL,前十字靭帯,He tore his ACL.,ACL.mp3,YES,daniel_tts
locker,MCL,内側側副靭帯,MCL injury confirmed.,MCL.mp3,YES,daniel_tts
locker,meniscus,半月板,Meniscus issue.,meniscus.mp3,YES,daniel_tts
locker,concussion,脳震盪,Suspected concussion.,concussion.mp3,YES,daniel_tts
locker,head injury,頭部外傷,Head injury protocol.,head_injury.mp3,YES,daniel_tts
locker,warm-up,ウォームアップ,Complete the warm-up.,warm-up.mp3,YES,daniel_tts
locker,cool-down,クールダウン,Don't skip cool-down.,cool-down.mp3,YES,daniel_tts
locker,stretching,ストレッチ,More stretching needed.,stretching.mp3,YES,daniel_tts
locker,mobility,可動域,Improve mobility.,mobility.mp3,YES,daniel_tts
locker,activation,活性化,Activation work first.,activation.mp3,YES,daniel_tts
locker,hydration,水分補給,Focus on hydration.,hydration.mp3,YES,daniel_tts
locker,nutrition,栄養管理,Nutrition is important.,nutrition.mp3,YES,daniel_tts
locker,sleep quality,睡眠の質,Sleep quality matters.,sleep_quality.mp3,YES,daniel_tts
locker,load management,負荷管理,Manage his load.,load_management.mp3,YES,daniel_tts
locker,monitoring,コンディション管理,Daily monitoring.,monitoring.mp3,YES,daniel_tts
locker,minutes restriction,出場時間制限,Minutes restriction applies.,minutes_restriction.mp3,YES,daniel_tts
locker,full training,全体練習復帰,He's back in full training.,full_training.mp3,YES,daniel_tts
locker,individual training,個別練習,Individual training today.,individual_training.mp3,YES,daniel_tts
locker,modified training,制限付き練習,Modified training session.,modified_training.mp3,YES,daniel_tts
locker,non-contact,接触なし,Non-contact training only.,non-contact.mp3,YES,daniel_tts
locker,contact training,接触あり練習,Back to contact training.,contact_training.mp3,YES,daniel_tts
locker,fit,出場可能,He is fit.,fit.mp3,YES,daniel_tts
locker,fully fit,完全復帰,He is fully fit.,fully_fit.mp3,YES,daniel_tts
locker,unfit,出場不可,He is unfit.,unfit.mp3,YES,daniel_tts
locker,ruled out,欠場決定,He's ruled out.,ruled_out.mp3,YES,daniel_tts
locker,accommodation,住居,The club arranged accommodation.,accommodation.mp3,YES,daniel_tts
locker,apartment,アパート,I moved into my apartment.,apartment.mp3,YES,daniel_tts
locker,house,一軒家,The player rented a house.,house.mp3,YES,daniel_tts
locker,landlord,大家,Contact your landlord.,landlord.mp3,YES,daniel_tts
locker,lease agreement,賃貸契約,Sign the lease agreement.,lease_agreement.mp3,YES,daniel_tts
locker,utility bill,光熱費請求書,Bring your utility bill.,utility_bill.mp3,YES,daniel_tts
locker,internet connection,インターネット回線,The internet connection is ready.,internet_connection.mp3,YES,daniel_tts
locker,bank account,銀行口座,Open a bank account.,bank_account.mp3,YES,daniel_tts
locker,debit card,デビットカード,Most players use a debit card.,debit_card.mp3,YES,daniel_tts
locker,direct debit,自動引落し,Set up a direct debit.,direct_debit.mp3,YES,daniel_tts
locker,salary,給与,Salary is paid monthly.,salary.mp3,YES,daniel_tts
locker,payslip,給与明細,Check your payslip.,payslip.mp3,YES,daniel_tts
locker,tax,税金,Tax is deducted automatically.,tax.mp3,YES,daniel_tts
locker,insurance,保険,The club provides insurance.,insurance.mp3,YES,daniel_tts
locker,work permit,就労許可,He received his work permit.,work_permit.mp3,YES,daniel_tts
locker,visa,ビザ,My visa was approved.,visa.mp3,YES,daniel_tts
locker,passport,パスポート,Keep your passport safe.,passport.mp3,YES,daniel_tts
locker,residency permit,滞在許可証,Apply for a residency permit.,residency_permit.mp3,YES,daniel_tts
locker,registration,選手登録,Registration is complete.,registration.mp3,YES,daniel_tts
locker,international clearance,国際移籍承認,Waiting for international clearance.,international_clearance.mp3,YES,daniel_tts
locker,clubhouse,クラブハウス,Meet me at the clubhouse.,clubhouse.mp3,YES,daniel_tts
locker,training ground,練習場,Be at the training ground by nine.,training_ground.mp3,YES,daniel_tts
locker,first team,トップチーム,He's training with the first team.,first_team.mp3,YES,daniel_tts
locker,reserve team,リザーブチーム,He plays for the reserve team.,reserve_team.mp3,YES,daniel_tts
locker,academy,アカデミー,He came through the academy.,academy.mp3,YES,daniel_tts
locker,kit room,用具室,Pick up your boots at the kit room.,kit_room.mp3,YES,daniel_tts
locker,kit man,用具係,Ask the kit man.,kit_man.mp3,YES,daniel_tts
locker,equipment manager,用具担当,The equipment manager will help.,equipment_manager.mp3,YES,daniel_tts
locker,physio room,メディカルルーム,Meet the physio in the physio room.,physio_room.mp3,YES,daniel_tts
locker,gym,ジム,We have gym work today.,gym.mp3,YES,daniel_tts
locker,team bus,チームバス,The team bus leaves at ten.,team_bus.mp3,YES,daniel_tts
locker,away trip,遠征,We have an away trip tomorrow.,away_trip.mp3,YES,daniel_tts
locker,hotel,ホテル,The team stays at a hotel.,hotel.mp3,YES,daniel_tts
locker,roommate,同部屋,Who is my roommate?,roommate.mp3,YES,daniel_tts
locker,team meal,チーム食事会,Team meal at seven.,team_meal.mp3,YES,daniel_tts
locker,meal plan,食事プラン,Follow the meal plan.,meal_plan.mp3,YES,daniel_tts
locker,nutritionist,栄養士,Speak to the nutritionist.,nutritionist.mp3,YES,daniel_tts
locker,chef,専属シェフ,The chef prepares meals.,chef.mp3,YES,daniel_tts
locker,hydration station,給水所,Use the hydration station.,hydration_station.mp3,YES,daniel_tts
locker,recovery area,リカバリーエリア,Recovery area is downstairs.,recovery_area.mp3,YES,daniel_tts
locker,team meeting,チームミーティング,Team meeting at noon.,team_meeting.mp3,YES,daniel_tts
locker,video session,映像分析,We have a video session.,video_session.mp3,YES,daniel_tts
locker,analysis meeting,分析ミーティング,Attend the analysis meeting.,analysis_meeting.mp3,YES,daniel_tts
locker,matchday schedule,試合日程表,Check the matchday schedule.,matchday_schedule.mp3,YES,daniel_tts
locker,curfew,門限,Curfew is at 10 p.m.,curfew.mp3,YES,daniel_tts
locker,day off,オフ日,Tomorrow is a day off.,day_off.mp3,YES,daniel_tts
locker,rest day,休養日,Use the rest day wisely.,rest_day.mp3,YES,daniel_tts
locker,travel day,移動日,Today is a travel day.,travel_day.mp3,YES,daniel_tts
locker,recovery session,リカバリー練習,Recovery session this morning.,recovery_session.mp3,YES,daniel_tts
locker,activation session,活性化練習,Activation session before the match.,activation_session.mp3,YES,daniel_tts
locker,player liaison,選手サポート担当,The player liaison can help.,player_liaison.mp3,YES,daniel_tts
locker,club secretary,クラブ事務局,Contact the club secretary.,club_secretary.mp3,YES,daniel_tts
locker,sporting director,SD（強化責任者）,The sporting director called.,sporting_director.mp3,YES,daniel_tts
locker,head coach,監督,Speak with the head coach.,head_coach.mp3,YES,daniel_tts
locker,assistant coach,コーチ,Assistant coach is leading training.,assistant_coach.mp3,YES,daniel_tts
locker,goalkeeping coach,GKコーチ,Goalkeeping coach is here.,goalkeeping_coach.mp3,YES,daniel_tts
locker,strength coach,フィジカルコーチ,Work with the strength coach.,strength_coach.mp3,YES,daniel_tts
locker,analyst,アナリスト,The analyst prepared clips.,analyst.mp3,YES,daniel_tts
locker,translator,通訳,The translator will join us.,translator.mp3,YES,daniel_tts
locker,agent,エージェント,Speak with your agent.,agent.mp3,YES,daniel_tts
locker,local area,地域,Learn about the local area.,local_area.mp3,YES,daniel_tts
locker,public transport,公共交通機関,Use public transport.,public_transport.mp3,YES,daniel_tts
locker,driving licence,運転免許証,Convert your driving licence.,driving_licence.mp3,YES,daniel_tts
locker,car insurance,自動車保険,Car insurance is required.,car_insurance.mp3,YES,daniel_tts
locker,mobile contract,携帯契約,Sign a mobile contract.,mobile_contract.mp3,YES,daniel_tts
locker,emergency contact,緊急連絡先,Update your emergency contact.,emergency_contact.mp3,YES,daniel_tts
locker,language lesson,語学レッスン,Attend language lessons.,language_lesson.mp3,YES,daniel_tts
locker,settle in,新生活に慣れる,He is settling in well.,settle_in.mp3,YES,daniel_tts
locker,homesick,ホームシック,Many young players get homesick.,homesick.mp3,YES,daniel_tts
locker,adaptation period,適応期間,The adaptation period takes time.,adaptation_period.mp3,YES,daniel_tts
locker,proper player,本当に良い選手,He's a proper player.,proper_player.mp3,YES,daniel_tts
locker,proper footballer,本物のフットボーラー,He's a proper footballer.,proper_footballer.mp3,YES,daniel_tts
locker,top lad,最高の奴,He's a top lad.,top_lad.mp3,YES,daniel_tts
locker,good lad,いい奴,He's a good lad.,good_lad.mp3,YES,daniel_tts
locker,quality player,質の高い選手,He's a quality player.,quality_player.mp3,YES,daniel_tts
locker,quality,最高だ,That's quality.,quality.mp3,YES,daniel_tts
locker,class,一流,He's pure class.,class.mp3,YES,daniel_tts
locker,different class,格が違う,He's a different class.,different_class.mp3,YES,daniel_tts
locker,different gravy,別格,He's different gravy.,different_gravy.mp3,YES,daniel_tts
locker,unreal,ヤバい,That's unreal.,unreal.mp3,YES,daniel_tts
locker,baller,上手い選手,He's a baller.,baller.mp3,YES,daniel_tts
locker,absolute baller,超上手い選手,He's an absolute baller.,absolute_baller.mp3,YES,daniel_tts
locker,technician,技術屋,He's a technician.,technician.mp3,YES,daniel_tts
locker,rolls royce,優雅な選手,He's a Rolls Royce defender.,rolls_royce.mp3,YES,daniel_tts
locker,engine,運動量お化け,He's got an engine.,engine.mp3,YES,daniel_tts
locker,workhorse,働き者,He's a workhorse.,workhorse.mp3,YES,daniel_tts
locker,beast,化け物,He's a beast.,beast.mp3,YES,daniel_tts
locker,monster,怪物,He's a monster.,monster.mp3,YES,daniel_tts
locker,tank,戦車みたいな奴,He's built like a tank.,tank.mp3,YES,daniel_tts
locker,unit,ガタイの良い奴,He's an absolute unit.,unit.mp3,YES,daniel_tts
locker,buzzing,超嬉しい,I'm buzzing.,buzzing.mp3,YES,daniel_tts
locker,chuffed,嬉しい,I'm chuffed.,chuffed.mp3,YES,daniel_tts
locker,gutted,最悪だ,I'm gutted.,gutted.mp3,YES,daniel_tts
locker,fuming,ブチ切れ,He's fuming.,fuming.mp3,YES,daniel_tts
locker,raging,激怒している,The gaffer is raging.,raging.mp3,YES,daniel_tts
locker,knackered,クタクタ,I'm knackered.,knackered.mp3,YES,daniel_tts
locker,shattered,ボロボロ,I'm shattered.,shattered.mp3,YES,daniel_tts
locker,dead on my feet,立てないほど疲れた,I'm dead on my feet.,dead_on_my_feet.mp3,YES,daniel_tts
locker,absolutely flying,絶好調,He's absolutely flying.,absolutely_flying.mp3,YES,daniel_tts
locker,on fire,ノっている,He's on fire.,on_fire.mp3,YES,daniel_tts
locker,sorted,問題なし,We're sorted.,sorted.mp3,YES,daniel_tts
locker,spot on,完璧,Spot on.,spot_on.mp3,YES,daniel_tts
locker,sound,いい感じ,He's sound.,sound.mp3,YES,daniel_tts
locker,fair play,お見事,Fair play to him.,fair_play.mp3,YES,daniel_tts
locker,good shout,いい案,That's a good shout.,good_shout.mp3,YES,daniel_tts
locker,cheeky,小粋な,Cheeky finish.,cheeky.mp3,YES,daniel_tts
locker,cheeky nutmeg,股抜き,He hit a cheeky nutmeg.,cheeky_nutmeg.mp3,YES,daniel_tts
locker,having a laugh,冗談だろ,Are you having a laugh?,having_a_laugh.mp3,YES,daniel_tts
locker,taking the piss,バカにする,He's taking the piss.,taking_the_piss.mp3,YES,daniel_tts
locker,wind him up,イラつかせる,Don't wind him up.,wind_him_up.mp3,YES,daniel_tts
locker,bottle it,ビビる,He bottled it.,bottle_it.mp3,YES,daniel_tts
locker,bottler,勝負弱い奴,He's a bottler.,bottler.mp3,YES,daniel_tts
locker,lost his head,頭に血が上る,He lost his head.,lost_his_head.mp3,YES,daniel_tts
locker,head's gone,メンタル崩壊,His head's gone.,heads_gone.mp3,YES,daniel_tts
locker,switch off,集中切れ,He switched off.,switch_off.mp3,YES,daniel_tts
locker,sleeping,ボーッとしている,You're sleeping.,sleeping.mp3,YES,daniel_tts
locker,shocking,ひどい,That was shocking.,shocking.mp3,YES,daniel_tts
locker,poor,良くない,That's poor.,poor.mp3,YES,daniel_tts
locker,smash it,大成功する,You'll smash it.,smash_it.mp3,YES,daniel_tts
locker,do the business,結果を出す,He always does the business.,do_the_business.mp3,YES,daniel_tts
locker,deliver,結果を出す,He delivered again.,deliver.mp3,YES,daniel_tts
locker,turn up,活躍する,He turned up today.,turn_up.mp3,YES,daniel_tts
locker,kick on,さらに伸びる,He'll kick on now.,kick_on.mp3,YES,daniel_tts
locker,push on,前進する,Let's push on.,push_on.mp3,YES,daniel_tts
locker,crack on,やろうぜ,Let's crack on.,crack_on.mp3,YES,daniel_tts
locker,get stuck in,ガツガツ行け,Get stuck in.,get_stuck_in.mp3,YES,daniel_tts
locker,lads,仲間たち,The lads were great.,lads.mp3,YES,daniel_tts
locker,the boys,仲間たち,The boys are buzzing.,the_boys.mp3,YES,daniel_tts
locker,new boy,新入り,He's the new boy.,new_boy.mp3,YES,daniel_tts
locker,academy kid,アカデミー育ち,He's an academy kid.,academy_kid.mp3,YES,daniel_tts
locker,first-teamer,トップチーム選手,He's a first-teamer now.,first-teamer.mp3,YES,daniel_tts
locker,veteran,ベテラン,He's a veteran.,veteran.mp3,YES,daniel_tts
locker,club legend,レジェンド,He's a club legend.,club_legend.mp3,YES,daniel_tts
locker,one of our own,生え抜き,He's one of our own.,one_of_our_own.mp3,YES,daniel_tts
locker,you alright?,元気？,"You alright, mate?",you_alright.mp3,YES,daniel_tts
locker,alright?,元気？,Alright?,alright.mp3,YES,daniel_tts
locker,how's it going?,調子どう？,How's it going?,hows_it_going.mp3,YES,daniel_tts
locker,what's up?,どうした？,What's up?,whats_up.mp3,YES,daniel_tts
locker,not bad,悪くない,"Not bad, thanks.",not_bad.mp3,YES,daniel_tts
locker,can't complain,まあまあかな,Can't complain.,cant_complain.mp3,YES,daniel_tts
locker,all good,問題ない,All good here.,all_good.mp3,YES,daniel_tts
locker,living the dream,頑張ってるよ,Living the dream.,living_the_dream.mp3,YES,daniel_tts
locker,same old,相変わらず,Same old.,same_old.mp3,YES,daniel_tts
locker,cheers,ありがとう,"Cheers, mate.",cheers.mp3,YES,daniel_tts
locker,thanks mate,ありがとう,Thanks mate.,thanks_mate.mp3,YES,daniel_tts
locker,nice one,ナイス、ありがとう,Nice one.,nice_one.mp3,YES,daniel_tts
locker,appreciate it,助かるよ,Appreciate it.,appreciate_it.mp3,YES,daniel_tts
locker,legend,神だね,You're a legend.,legend.mp3,YES,daniel_tts
locker,top man,最高だよ,Top man.,top_man.mp3,YES,daniel_tts
locker,no worries,大丈夫,No worries.,no_worries.mp3,YES,daniel_tts
locker,no problem,問題ない,No problem.,no_problem.mp3,YES,daniel_tts
locker,leave it with me,任せて,Leave it with me.,leave_it_with_me.mp3,YES,daniel_tts
locker,I'll sort it,何とかする,I'll sort it.,Ill_sort_it.mp3,YES,daniel_tts
locker,works for me,それでOK,Works for me.,works_for_me.mp3,YES,daniel_tts
locker,mate,相棒,"Cheers, mate.",mate.mp3,YES,daniel_tts
locker,pal,友達,"See you later, pal.",pal.mp3,YES,daniel_tts
locker,buddy,相棒,Thanks buddy.,buddy.mp3,YES,daniel_tts
locker,lad,若い男,Good lad.,lad.mp3,YES,daniel_tts
locker,bloke,男,Nice bloke.,bloke.mp3,YES,daniel_tts
locker,fella,奴,Good fella.,fella.mp3,YES,daniel_tts
locker,fancy a coffee?,コーヒーどう？,Fancy a coffee?,fancy_a_coffee.mp3,YES,daniel_tts
locker,fancy lunch?,昼飯どう？,Fancy lunch later?,fancy_lunch.mp3,YES,daniel_tts
locker,grab a coffee,コーヒー飲もう,Let's grab a coffee.,grab_a_coffee.mp3,YES,daniel_tts
locker,grab a bite,軽く食べよう,Let's grab a bite.,grab_a_bite.mp3,YES,daniel_tts
locker,you in?,参加する？,You in?,you_in.mp3,YES,daniel_tts
locker,count me in,行くよ,Count me in.,count_me_in.mp3,YES,daniel_tts
locker,I'm up for it,いいね,I'm up for it.,Im_up_for_it.mp3,YES,daniel_tts
locker,can't make it,行けない,"Sorry, can't make it.",cant_make_it.mp3,YES,daniel_tts
locker,over the moon,大喜び,I'm over the moon.,over_the_moon.mp3,YES,daniel_tts
locker,reckon,～だと思う,I reckon so.,reckon.mp3,YES,daniel_tts
locker,to be fair,正直言うと,"To be fair, he's right.",to_be_fair.mp3,YES,daniel_tts
locker,fair enough,なるほど,Fair enough.,fair_enough.mp3,YES,daniel_tts
locker,see you later,またね,See you later.,see_you_later.mp3,YES,daniel_tts
locker,see you in a bit,後でね,See you in a bit.,see_you_in_a_bit.mp3,YES,daniel_tts
locker,take care,気をつけて,Take care.,take_care.mp3,YES,daniel_tts
locker,have a good one,良い一日を,Have a good one.,have_a_good_one.mp3,YES,daniel_tts
locker,catch you later,また後で,Catch you later.,catch_you_later.mp3,YES,daniel_tts
locker,all the best,幸運を,All the best.,all_the_best.mp3,YES,daniel_tts
locker,morning lads,おはようみんな,Morning lads.,morning_lads.mp3,YES,daniel_tts
locker,how's things?,調子どう？,How's things?,hows_things.mp3,YES,daniel_tts
locker,good weekend?,週末どうだった？,Good weekend?,good_weekend.mp3,YES,daniel_tts
locker,how's the family?,家族元気？,How's the family?,hows_the_family.mp3,YES,daniel_tts
locker,long time no see,久しぶり,Long time no see.,long_time_no_see.mp3,YES,daniel_tts
locker,good to have you back,おかえり,Good to have you back.,good_to_have_you_back.mp3,YES,daniel_tts
locker,get changed,着替えろ,Get changed quickly.,get_changed.mp3,YES,daniel_tts
locker,boots on,スパイク履け,Boots on in five.,boots_on.mp3,YES,daniel_tts
locker,meeting in five,5分後ミーティング,Meeting in five.,meeting_in_five.mp3,YES,daniel_tts
locker,grab your bib,ビブス取れ,Grab your bib.,grab_your_bib.mp3,YES,daniel_tts
locker,don't be late,遅れるな,Don't be late.,dont_be_late.mp3,YES,daniel_tts
locker,let's go boys,行くぞ,Let's go boys.,lets_go_boys.mp3,YES,daniel_tts
locker,ready to go?,準備OK？,Ready to go?,ready_to_go.mp3,YES,daniel_tts
locker,where are my boots?,スパイクどこ？,Where are my boots?,where_are_my_boots.mp3,YES,daniel_tts
locker,where's my kit?,ユニフォームどこ？,Where's my kit?,wheres_my_kit.mp3,YES,daniel_tts
locker,pass the tape,テーピング取って,Pass the tape.,pass_the_tape.mp3,YES,daniel_tts
locker,who's on music?,誰が音楽担当？,Who's on music today?,whos_on_music.mp3,YES,daniel_tts
locker,this tune is quality,この曲最高,This tune is quality.,this_tune_is_quality.mp3,YES,daniel_tts
locker,that's a banger,神曲だ,That's a banger.,thats_a_banger.mp3,YES,daniel_tts
locker,ice bath time,アイスバスの時間,Ice bath time.,ice_bath_time.mp3,YES,daniel_tts
locker,stretch properly,ちゃんと伸ばせ,Stretch properly.,stretch_properly.mp3,YES,daniel_tts
locker,grab a shake,プロテイン飲もう,Grab a shake.,grab_a_shake.mp3,YES,daniel_tts
locker,how are the legs?,足どう？,How are the legs?,how_are_the_legs.mp3,YES,daniel_tts
locker,feeling fresh?,元気？,Feeling fresh?,feeling_fresh.mp3,YES,daniel_tts
locker,feeling heavy,体重い,Feeling heavy today.,feeling_heavy.mp3,YES,daniel_tts
locker,bit sore,少し痛い,I'm a bit sore.,bit_sore.mp3,YES,daniel_tts
locker,good session,良い練習だった,Good session today.,good_session.mp3,YES,daniel_tts
locker,good shift,よく頑張った,Good shift.,good_shift.mp3,YES,daniel_tts
locker,unlucky mate,惜しかった,Unlucky mate.,unlucky_mate.mp3,YES,daniel_tts
